drug_name,brand_name,ndc_name,product_strength_desc,route_desc,source_nm
dicloxacillin,Dicloxacillin Sodium,332312306,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,332312309,250 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,332312505,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,332312509,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314503,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314505,250 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,332314509,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314513,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314703,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314705,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314709,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,332314713,500 mg,oral,capsule
cephradine,Cephradine,332315305,250 mg,oral,capsule
cephradine,Cephradine,332315306,250 mg,oral,capsule
cephradine,Cephradine,332315308,250 mg,oral,capsule
cephradine,Cephradine,332315309,250 mg,oral,capsule
cephradine,Cephradine,332315505,500 mg,oral,capsule
cephradine,Cephradine,332315506,500 mg,oral,capsule
cephradine,Cephradine,332315508,500 mg,oral,capsule
cephradine,Cephradine,332315509,500 mg,oral,capsule
minocycline,Minocycline Hydrochloride,332316509,50 mg,oral,capsule
minocycline,Minocycline Hydrochloride,332316707,100 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,332317109,150 mg,oral,capsule
cinoxacin,Cinoxacin,332318107,500 mg,oral,capsule
penicillin,Penicillin V Potassium (obsolete),332412532,V potassium 125 mg/5 mL,oral,powder for reconstitution
penicillin,Penicillin V Potassium (obsolete),332412536,V potassium 125 mg/5 mL,oral,powder for reconstitution
penicillin,Penicillin V Potassium (obsolete),332412732,V potassium 250 mg/5 mL,oral,powder for reconstitution
penicillin,Penicillin V Potassium (obsolete),332412736,V potassium 250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,332415030,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,332415032,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,332415034,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,332415530,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,332415532,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,332415534,250 mg/5 mL,oral,powder for reconstitution
oxacillin,Oxacillin Sodium,332415732,250 mg/5 mL,oral,powder for reconstitution
cloxacillin,Cloxacillin Sodium,332415932,125 mg/5 mL,oral,powder for reconstitution
cloxacillin,Cloxacillin Sodium,332415936,125 mg/5 mL,oral,powder for reconstitution
cephradine,Cephradine,332416532,125 mg/5 mL,oral,powder for reconstitution
cephradine,Cephradine,332416732,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,332417532,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,332417536,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,332417732,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,332417736,250 mg/5 mL,oral,powder for reconstitution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050148,60 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050341,40 mg/50 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050348,80 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050548,100 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050741,60 mg/50 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050748,120 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338050941,80 mg/50 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,338051141,100 mg/50 mL-0.9%,intravenous,solution
cephalothin,Cephalothin Sodium,338052541,1 g/50 mL,intravenous,solution
cephalothin,Cephalothin Sodium,338052741,2 g/50 mL,intravenous,solution
ciprofloxacin,Ciprofloxacin Hydrochloride,338096037,400 mg/200 mL-5%,intravenous,solution
ciprofloxacin,Ciprofloxacin Hydrochloride,338096048,200 mg/100 mL-5%,intravenous,solution
oxacillin,Oxacillin Sodium,338101341,1 g/50 mL,intravenous,solution
oxacillin,Oxacillin Sodium,338101541,2 g/50 mL,intravenous,solution
nafcillin,Nafcillin Sodium,338101741,1 g/50 mL,intravenous,solution
nafcillin,Nallpen,338101941,2 g/50 mL,intravenous,solution
nafcillin,Nafcillin Sodium,338101948,2 g/100 mL,intravenous,solution
penicillin G potassium,Penicillin G Potassium,338102141,1000000 units/50 mL,intravenous,solution
penicillin G potassium,Penicillin G Potassium,338102341,2000000 units/50 mL,intravenous,solution
penicillin G potassium,Penicillin G Potassium,338102541,3000000 units/50 mL,intravenous,solution
metroNIDAZOLE,MetroNIDAZOLE,338105548,500 mg/100 mL,intravenous,solution
cefepime,Cefepime Hydrochloride,338130141,1 g/50 mL-iso-osmotic dextrose,intravenous,solution
clindamycin,Clindamycin Phosphate,338341024,300 mg-5%/50 mL,intravenous,solution
ceFAZolin,CeFAZolin Sodium,338350241,500 mg/50 mL,intravenous,solution
ceFAZolin,CeFAZolin Sodium,338350341,1 g/50 mL-iso-osmotic dextrose,intravenous,solution
ceFAZolin,CeFAZolin Sodium,338350841,2 g/100 mL-5%,injectable,solution
vancomycin,Vancomycin Hydrochloride,338355148,5%-500 mg/100 mL,intravenous,solution
vancomycin,Vancomycin Hydrochloride,338355248,5%-1 g/200 mL,intravenous,solution
vancomycin,Vancomycin Hydrochloride,338358040,750 mg/150 mL-NaCl 0.9%,intravenous,solution
vancomycin,Vancomycin Hydrochloride,338358048,750 mg/150 mL-D5%,intravenous,solution
vancomycin,Vancomycin Hydrochloride,338358101,500 mg/100 mL-NaCl 0.9%,intravenous,solution
vancomycin,Vancomycin Hydrochloride,338358201,750 mg/150 mL-NaCl 0.9%,intravenous,solution
vancomycin,Vancomycin Hydrochloride,338358301,1 g/200 mL-NaCl 0.9%,intravenous,solution
clindamycin,Clindamycin Phosphate,338361224,600 mg-5%/50 mL,intravenous,solution
clindamycin,Clindamycin Phosphate,338381424,900 mg-5%/50 mL,intravenous,solution
cefTRIAXone,CefTRIAXone Sodium,338500241,1 g/50 mL-iso-osmotic dextrose,intravenous,solution
cefTRIAXone,CefTRIAXone Sodium,338500341,2 g/50 mL-iso-osmotic dextrose,intravenous,solution
metroNIDAZOLE,MetroNIDAZOLE,338954124,500 mg/100 mL,intravenous,solution
clindamycin,Clindamycin Phosphate,338954524,300 mg/50 mL-NaCl 0.9%,intravenous,solution
clindamycin,Clindamycin Phosphate,338954924,600 mg/50 mL-NaCl 0.9%,intravenous,solution
clindamycin,Clindamycin Phosphate,338955324,900 mg/50 mL-NaCl 0.9%,intravenous,solution
metroNIDAZOLE,MetroNIDAZOLE,338955450,500 mg/100 mL,intravenous,solution
amoxicillin,Amoxicillin,349019005,250 mg,oral,capsule
amoxicillin,Amoxicillin,349019010,250 mg,oral,capsule
amoxicillin,Amoxicillin,349099905,500 mg,oral,capsule
amoxicillin,Amoxicillin,349099910,500 mg,oral,capsule
doxycycline,Doxycycline Hyclate,349100750,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,349100805,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,349100850,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,349110005,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,349110050,hyclate 100 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,349236301,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,349236305,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,349236325,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,349238301,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,349238305,500 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,349865101,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,349865105,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,349865110,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,349865201,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,349865205,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,349865210,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,349865301,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,349865302,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,349865401,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,349865402,250 mg/5 mL,oral,powder for reconstitution
erythromycin,Erythromycin Ethylsuccinate,349880602,ethylsuccinate 200 mg/5 mL,oral,granule for reconstitution
tetracycline,Tetracycline Hydrochloride,349893010,250 mg,oral,capsule
erythromycin,Erythromycin Base,349897401,250 mg,oral,delayed release capsule
erythromycin,Erythromycin Base,349897405,250 mg,oral,delayed release capsule
sulfiSOXAZOLE,SulfiSOXAZOLE,364026501,500 mg,oral,tablet
erythromycin,Erythromycin Estolate,364053001,estolate 250 mg,oral,capsule
metroNIDAZOLE,MetroNIDAZOLE,364059501,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,364059504,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,364059590,250 mg,oral,tablet
trimethoprim,Trimethoprim,364064901,100 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,364068750,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,364068790,500 mg,oral,tablet
dicloxacillin,Dicloxacillin Sodium,364085601,250 mg,oral,capsule
ampicillin,Ampicillin,364200101,250 mg,oral,capsule
ampicillin,Ampicillin,364200102,250 mg,oral,capsule
ampicillin,Ampicillin,364200105,250 mg,oral,capsule
ampicillin,Ampicillin,364200201,500 mg,oral,capsule
ampicillin,Ampicillin,364200205,500 mg,oral,capsule
neomycin,Neomycin Sulfate,364200601,500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),364202101,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),364202102,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),364202202,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),364202461,V potassium 250 mg/5 mL,oral,powder for reconstitution
penicillin,Penicillin V Potassium (obsolete),364202463,V potassium 250 mg/5 mL,oral,powder for reconstitution
tetracycline,Tetracycline Hydrochloride,364202601,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,364202602,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,364202690,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,364202901,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,364202902,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,364202990,500 mg,oral,capsule
doxycycline,Doxycycline Hyclate,364203250,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,364203290,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,364203305,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,364203350,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,364203390,hyclate 100 mg,oral,capsule
amoxicillin,Amoxicillin,364204001,250 mg,oral,capsule
amoxicillin,Amoxicillin,364204005,250 mg,oral,capsule
amoxicillin,Amoxicillin,364204105,500 mg,oral,capsule
amoxicillin,Amoxicillin,364204150,500 mg,oral,capsule
amoxicillin,Amoxicillin,364204450,500 mg,oral,capsule
penicillin,Penicillin V Potassium (obsolete),364205801,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),364205802,V potassium 500 mg,oral,tablet
oxacillin,Oxacillin Sodium,364205901,250 mg,oral,capsule
oxacillin,Oxacillin Sodium,364206001,500 mg,oral,capsule
doxycycline,Doxycycline Hyclate,364206305,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,364206350,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,364206390,hyclate 100 mg,oral,tablet
erythromycin,Erythromycin Ethylsuccinate,364206716,ethylsuccinate 200 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,364207016,ethylsuccinate 400 mg/5 mL,oral,suspension
dicloxacillin,Dicloxacillin Sodium,364207101,500 mg,oral,capsule
erythromycin topical,"Erythromycin, Topical",364207358,2%,topical,solution
erythromycin,Erythromycin Estolate,364207816,estolate 125 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,364207916,estolate 250 mg/5 mL,oral,suspension
cephradine,Cephradine,364214101,250 mg,oral,capsule
cephradine,Cephradine,364214124,250 mg,oral,capsule
cephradine,Cephradine,364214201,500 mg,oral,capsule
cephradine,Cephradine,364214224,500 mg,oral,capsule
cephradine,Cephradine,364214461,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,364216101,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,364216105,250 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,364216201,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,364216204,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,364216361,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,364216363,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,364216461,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,364216463,250 mg/5 mL,oral,powder for reconstitution
neomycin-polymyxin B sulfate topical,Neomycin Sulfate-Polymyxin B Sulfate,364219041,40 mg-200000 units/mL,irrigation,solution
neomycin-polymyxin B sulfate topical,Neomycin Sulfate-Polymyxin B Sulfate,364219155,40 mg-200000 units/mL,irrigation,solution
cephalexin,Cephalexin Monohydrate,364229201,250 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,364229301,500 mg,oral,tablet
erythromycin-sulfisoxazole,Erythromycin-Sulfisoxazole,364231961,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin-sulfisoxazole,Erythromycin-Sulfisoxazole,364231962,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin-sulfisoxazole,Erythromycin-Sulfisoxazole,364231963,200 mg-600 mg/5 mL,oral,granule for reconstitution
nalidixic acid,Nalidixic Acid,364232401,500 mg,oral,tablet
nalidixic acid,Nalidixic Acid,364232450,500 mg,oral,tablet
nalidixic acid,Nalidixic Acid,364232501,1 g,oral,tablet
clindamycin,Clindamycin Hydrochloride,364233701,150 mg,oral,capsule
bacitracin,Bacitracin,364241956,50000 units,intramuscular,powder for injection
erythromycin,Erythromycin Base,364242501,250 mg,oral,delayed release capsule
erythromycin,Erythromycin Base,364242505,250 mg,oral,delayed release capsule
ceFAZolin,CeFAZolin Sodium,364246433,500 mg,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,364246434,500 mg,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,364246493,500 mg,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,364246533,1 g,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,364246534,1 g,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,364246593,1 g,injectable,powder for injection
ceFAZolin,CeFAZolin Sodium,364246693,10 g,injectable,powder for injection
vancomycin,Vancomycin Hydrochloride,364247233,500 mg,intravenous,powder for injection
vancomycin,Vancomycin Hydrochloride,364247391,1 g,intravenous,powder for injection
minocycline,Minocycline Hydrochloride,364249701,50 mg,oral,capsule
minocycline,Minocycline Hydrochloride,364249850,100 mg,oral,capsule
amoxicillin,Amoxicillin,364256901,250 mg,oral,"tablet, chewable"
cefaclor,Cefaclor,364261401,250 mg,oral,capsule
cefaclor,Cefaclor,364261405,250 mg,oral,capsule
cefaclor,Cefaclor,364261415,250 mg,oral,capsule
cefaclor,Cefaclor,364261430,250 mg,oral,capsule
cefaclor,Cefaclor,364261501,500 mg,oral,capsule
cefaclor,Cefaclor,364261505,500 mg,oral,capsule
cefaclor,Cefaclor,364261515,500 mg,oral,capsule
cefaclor,Cefaclor,364261659,125 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261662,125 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261757,187 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261761,187 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261859,250 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261862,250 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261957,375 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,364261961,375 mg/5 mL,oral,powder for reconstitution
bacitracin topical,"Bacitracin, Topical",364262056,500 units/g,topical,ointment
bacitracin topical,"Bacitracin, Topical",364262072,500 units/g,topical,ointment
penicillin G potassium,Penicillin G Potassium,364290638,"5,000,000 units",injectable,powder for injection
penicillin G potassium,Penicillin G Potassium,364290861,"20,000,000 units",injectable,powder for injection
lincomycin,Lincomycin,364300254,300 mg/mL,injectable,solution
gentamicin,"Gentamicin Sulfate, Injectable",364673948,40 mg/mL,injectable,solution
gentamicin,"Gentamicin Sulfate, Injectable",364673955,40 mg/mL,injectable,solution
bacitracin topical,"Bacitracin, Topical",364706956,500 units/g,topical,ointment
bacitracin topical,"Bacitracin, Topical",364706972,500 units/g,topical,ointment
methenamine,Methenamine Mandelate,364719416,mandelate 0.5 g/5 mL,oral,suspension
ampicillin-probenecid,Ampicillin-Probenecid,364719658,3.5 g-1 g,oral,powder for reconstitution
amoxicillin,Amoxicillin,364721560,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,364721561,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,364721562,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,364721660,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,364721661,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,364721662,250 mg/5 mL,oral,powder for reconstitution
gentamicin topical,"Gentamicin Sulfate, Topical",364730556,0.10%,topical,cream
gentamicin topical,"Gentamicin Sulfate, Topical",364730572,0.10%,topical,cream
gentamicin topical,"Gentamicin Sulfate, Topical",364733856,0.10%,topical,ointment
gentamicin topical,"Gentamicin Sulfate, Topical",364733872,0.10%,topical,ointment
tetracycline,Tetracycline Hydrochloride,378010110,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,378010201,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,378010205,500 mg,oral,capsule
erythromycin,Erythromycin Stearate,378010601,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,378010605,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,378010701,stearate 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),378011101,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),378011110,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),378011201,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),378011210,V potassium 500 mg,oral,tablet
ampicillin,Ampicillin,378011501,250 mg,oral,capsule
ampicillin,Ampicillin,378011505,250 mg,oral,capsule
ampicillin,Ampicillin,378011601,500 mg,oral,capsule
ampicillin,Ampicillin,378011605,500 mg,oral,capsule
ampicillin,Ampicillin,378011702,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,378011704,125 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,378011802,250 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,378011804,250 mg/5 mL,oral,powder for reconstitution
doxycycline,Doxycycline Hyclate,378016705,hyclate 100 mg,oral,tablet
